"","species","GRLFRLPL"
"454","Hydrangea_macrophylla","GR+GL+FR+FL-PL-"
"455","Hydrocharis_morsus-ranae","GR-GL-FR-FL-PL+"
"456","Hydrocotyle_ranunculoides","GR+GL+FR-FL-PL-"
"457","Hydrocotyle_vulgaris","GR-GL-FR-FL-PL+"
"458","Hylotelephium_telephium","GR-GL-FR-FL-PL-"
"459","Hyoscyamus_niger","GR+GL+FR-FL+PL-"
"460","Hypericum_calycinum","GR-GL+FR-FL-PL-"
"461","Hypericum_elodes","GR-GL-FR-FL-PL+"
"462","Hypericum_hircinum","GR-GL+FR-FL-PL-"
"463","Hypericum_hirsutum","GR-GL-FR-FL-PL-"
"464","Hypericum_maculatum","GR-GL-FR-FL-PL-"
"465","Hypericum_pulchrum","GR-GL-FR-FL-PL+"
"466","Hypericum_tetrapterum","GR-GL-FR-FL-PL+"
"467","Hypochaeris_glabra","GR+GL-FR-FL-PL-"
"468","Hypochaeris_radicata","GR-GL-FR-FL-PL-"
"469","Iberis_sempervirens","GR+GL+FR-FL-PL-"
"470","Ilex_aquifolium","GR-GL-FR+FL+PL-"
"471","Illecebrum_verticillatum","GR+GL-FR+FL+PL-"
"472","Impatiens_capensis","GR-GL-FR-FL+PL-"
"473","Impatiens_glandulifera","GR-GL-FR+FL+PL-"
"474","Impatiens_parviflora","GR-GL+FR+FL+PL-"
"475","Iris_pseudacorus","GR-GL-FR+FL-PL+"
"476","Isolepis_setacea","GR-GL-FR-FL-PL-"
"477","Jacobaea_aquatica","GR-GL-FR-FL-PL-"
"478","Jacobaea_erucifolia","GR-GL-FR-FL-PL-"
"479","Jacobaea_maritima","GR-GL+FR-FL+PL-"
"480","Jacobaea_vulgaris","GR-GL-FR-FL-PL-"
"481","Jasione_montana","GR-GL-FR-FL-PL+"
"482","Juncus_acutiflorus","GR-GL-FR-FL-PL+"
"483","Juncus_articulatus","GR-GL-FR-FL-PL+"
"484","Juncus_biglumis","GR+GL-FR-FL-PL-"
"485","Juncus_bufonius","GR-GL-FR-FL-PL+"
"486","Juncus_bulbosus","GR-GL-FR-FL-PL+"
"487","Juncus_castaneus","GR+GL-FR-FL-PL-"
"488","Juncus_conglomeratus","GR-GL-FR+FL+PL+"
"489","Juncus_effusus","GR-GL-FR+FL-PL+"
"490","Juncus_inflexus","GR-GL-FR-FL-PL+"
"491","Juncus_squarrosus","GR-GL-FR-FL-PL+"
"492","Juncus_subnodulosus","GR-GL-FR-FL+PL-"
"493","Juncus_tenuis","GR-GL-FR-FL+PL-"
"494","Juncus_triglumis","GR+GL-FR-FL-PL-"
"495","Juniperus_communis","GR-GL-FR+FL+PL+"
"496","Kalmia_procumbens","GR+GL-FR-FL-PL-"
"497","Kickxia_spuria","GR-GL-FR-FL-PL-"
"498","Knautia_arvensis","GR-GL-FR-FL-PL-"
"499","Koeleria_macrantha","GR-GL-FR-FL-PL+"
"500","Koeleria_vallesiana","GR+GL+FR-FL-PL-"
"501","Lactuca_saligna","GR+GL-FR-FL-PL-"
"502","Lactuca_sativa","GR+GL+FR-FL-PL-"
"503","Lactuca_serriola","GR-GL-FR+FL-PL-"
"504","Lactuca_virosa","GR-GL-FR-FL-PL-"
"505","Lamium_album","GR-GL-FR-FL-PL-"
"506","Lamium_amplexicaule","GR-GL-FR-FL-PL-"
"507","Lamium_maculatum","GR-GL+FR-FL+PL-"
"508","Lamium_purpureum","GR-GL-FR-FL+PL-"
"509","Lapsana_communis","GR-GL-FR+FL+PL-"
"510","Larix_decidua","GR-GL-FR+FL+PL+"
"511","Larix_kaempferi","GR-GL+FR+FL+PL+"
"512","Lathyrus_aphaca","GR+GL+FR+FL+PL-"
"513","Lathyrus_latifolius","GR-GL-FR+FL-PL-"
"514","Lathyrus_linifolius","GR-GL-FR-FL-PL-"
"515","Lathyrus_nissolia","GR-GL-FR-FL-PL-"
"516","Lathyrus_odoratus","GR+GL+FR+FL-PL-"
"517","Lathyrus_palustris","GR+GL-FR-FL-PL-"
"518","Lathyrus_pratensis","GR-GL-FR-FL-PL+"
"519","Laurus_nobilis","GR-GL+FR+FL+PL+"
"520","Leersia_oryzoides","GR+GL+FR-FL-PL-"
"521","Legousia_hybrida","GR+GL-FR-FL+PL-"
"522","Leontodon_hispidus","GR-GL-FR+FL+PL-"
"523","Lepidium_campestre","GR-GL+FR-FL-PL-"
"524","Lepidium_coronopus","GR-GL-FR-FL-PL-"
"525","Lepidium_didymum","GR-GL-FR-FL-PL-"
"526","Lepidium_draba","GR-GL-FR-FL-PL-"
"527","Lepidium_latifolium","GR-GL+FR-FL-PL-"
"528","Lepidium_ruderale","GR-GL+FR-FL-PL-"
"529","Leucanthemum_vulgare","GR-GL-FR-FL-PL-"
"530","Leucojum_aestivum","GR-GL+FR-FL-PL+"
"531","Leucojum_vernum","GR+GL+FR-FL-PL-"
"532","Leymus_arenarius","GR-GL-FR-FL+PL+"
"533","Ligustrum_vulgare","GR-GL-FR+FL+PL-"
"534","Limonium_vulgare","GR+GL-FR-FL-PL-"
"535","Limosella_aquatica","GR+GL+FR-FL-PL-"
"536","Linaria_purpurea","GR-GL-FR-FL-PL-"
"537","Linaria_vulgaris","GR-GL-FR-FL-PL-"
"538","Linnaea_borealis","GR+GL-FR-FL-PL-"
"539","Linum_bienne","GR-GL-FR-FL-PL-"
"540","Linum_catharticum","GR-GL-FR-FL-PL+"
"541","Linum_perenne","GR+GL+FR-FL-PL-"
"542","Linum_usitatissimum","GR-GL+FR-FL-PL-"
"543","Lipandra_polysperma","GR-GL-FR-FL-PL-"
"544","Lithospermum_officinale","GR-GL-FR-FL-PL-"
"545","Lobelia_erinus","GR-GL+FR-FL-PL-"
"546","Lolium_multiflorum","GR-GL-FR-FL-PL-"
"547","Lolium_perenne","GR-GL-FR-FL-PL+"
"548","Lonicera_japonica","GR-GL+FR+FL-PL-"
"549","Lonicera_periclymenum","GR-GL-FR+FL+PL-"
"550","Lotus_angustissimus","GR+GL-FR-FL-PL-"
"551","Lotus_corniculatus","GR-GL-FR-FL-PL+"
"552","Lotus_maritimus","GR+GL+FR-FL-PL+"
"553","Lotus_pedunculatus","GR-GL-FR-FL-PL-"
"554","Lotus_tenuis","GR-GL-FR-FL-PL-"
"555","Luma_apiculata","GR+GL+FR+FL+PL-"
"556","Lupinus_arboreus","GR+GL-FR+FL+PL-"
"557","Lupinus_polyphyllus","GR+GL+FR+FL-PL-"
"558","Luzula_campestris","GR-GL-FR-FL-PL+"
"559","Luzula_multiflora","GR-GL-FR+FL+PL+"
"560","Luzula_pilosa","GR-GL-FR-FL-PL-"
"561","Luzula_sylvatica","GR-GL-FR-FL-PL-"
"562","Lycopus_europaeus","GR-GL-FR-FL-PL-"
"563","Lysimachia_nemorum","GR-GL-FR-FL-PL-"
"564","Lysimachia_nummularia","GR-GL-FR-FL-PL-"
"565","Lysimachia_punctata","GR-GL-FR-FL-PL-"
"566","Lythrum_portula","GR-GL-FR-FL-PL-"
"567","Lythrum_salicaria","GR-GL-FR-FL-PL+"
"568","Malus_sylvestris","GR-GL-FR+FL+PL-"
"569","Malva_alcea","GR+GL+FR-FL-PL-"
"570","Malva_moschata","GR-GL-FR-FL-PL-"
"571","Malva_neglecta","GR-GL-FR-FL-PL-"
"572","Malva_pusilla","GR+GL+FR-FL-PL-"
"573","Matricaria_discoidea","GR-GL-FR-FL-PL-"
"574","Matthiola_incana","GR+GL-FR-FL-PL+"
"575","Medicago_lupulina","GR-GL-FR-FL-PL-"
"576","Melampyrum_pratense","GR-GL-FR-FL-PL-"
"577","Melica_uniflora","GR-GL-FR+FL+PL-"
"578","Melittis_melissophyllum","GR+GL-FR-FL-PL-"
"579","Mentha_aquatica","GR-GL-FR-FL-PL-"
"580","Mentha_arvensis","GR-GL-FR-FL-PL-"
"581","Mentha_pulegium","GR+GL+FR-FL-PL-"
"582","Mentha_spicata","GR-GL-FR-FL-PL-"
"583","Mentha_suaveolens","GR-GL+FR-FL-PL-"
"584","Menyanthes_trifoliata","GR-GL-FR-FL-PL-"
"585","Mercurialis_annua","GR-GL-FR-FL+PL-"
"586","Mercurialis_perennis","GR-GL-FR-FL+PL-"
"587","Mertensia_maritima","GR+GL-FR-FL-PL+"
"588","Mespilus_germanica","GR+GL+FR+FL+PL-"
"589","Mibora_minima","GR+GL-FR+FL+PL+"
"590","Micranthes_nivalis","GR+GL-FR-FL-PL-"
"591","Micranthes_stellaris","GR-GL-FR-FL-PL-"
"592","Milium_effusum","GR-GL-FR+FL-PL-"
"593","Moehringia_trinervia","GR-GL-FR-FL-PL-"
"594","Moenchia_erecta","GR+GL-FR-FL-PL-"
"595","Molinia_caerulea","GR-GL-FR-FL-PL+"
"596","Moneses_uniflora","GR+GL-FR-FL-PL-"
"597","Montia_fontana","GR-GL-FR-FL-PL+"
"598","Muscari_neglectum","GR+GL+FR-FL-PL-"
"599","Myosotis_alpestris","GR+GL-FR-FL-PL-"
"600","Myosotis_arvensis","GR-GL-FR-FL-PL-"
"601","Myosotis_discolor","GR-GL-FR-FL-PL-"
"602","Myosotis_laxa","GR-GL-FR-FL-PL-"
"603","Myosotis_ramosissima","GR-GL-FR-FL-PL-"
"604","Myosotis_scorpioides","GR-GL-FR-FL-PL-"
"605","Myosotis_sylvatica","GR-GL-FR-FL-PL-"
"606","Myosurus_minimus","GR+GL+FR-FL-PL-"
"607","Myrica_gale","GR-GL-FR+FL-PL+"
"608","Myriophyllum_alterniflorum","GR-GL-FR+FL+PL+"
"609","Myriophyllum_spicatum","GR-GL-FR+FL+PL+"
"610","Myriophyllum_verticillatum","GR+GL-FR+FL+PL-"
"611","Myrrhis_odorata","GR-GL-FR+FL-PL-"
"612","Narcissus_poeticus","GR-GL+FR-FL-PL-"
"613","Nardus_stricta","GR-GL-FR-FL-PL+"
"614","Narthecium_ossifragum","GR-GL-FR-FL-PL+"
"615","Nasturtium_microphyllum","GR-GL+FR-FL+PL-"
"616","Nasturtium_officinale","GR-GL-FR+FL+PL-"
"617","Neottia_ovata","GR-GL-FR-FL-PL+"
"618","Nepeta_cataria","GR+GL+FR-FL-PL-"
"619","Noccaea_caerulescens","GR+GL-FR-FL-PL-"
"620","Nuphar_lutea","GR-GL-FR+FL-PL+"
"621","Nymphoides_peltata","GR-GL+FR-FL-PL-"
"622","Oenanthe_aquatica","GR-GL-FR-FL-PL-"
"623","Oenanthe_crocata","GR-GL-FR+FL+PL-"
"624","Oenanthe_fistulosa","GR-GL-FR+FL+PL-"
"625","Oenanthe_lachenalii","GR-GL-FR-FL-PL-"
"626","Oenothera_biennis","GR-GL+FR-FL-PL-"
"627","Onobrychis_viciifolia","GR-GL+FR-FL-PL-"
"628","Ononis_spinosa","GR-GL-FR-FL-PL-"
"629","Ophrys_apifera","GR-GL-FR-FL-PL+"
"630","Orchis_anthropophora","GR+GL+FR-FL-PL+"
"631","Orchis_mascula","GR-GL-FR-FL-PL+"
"632","Orchis_purpurea","GR+GL+FR-FL-PL-"
"633","Origanum_vulgare","GR-GL-FR-FL-PL-"
"634","Ornithogalum_umbellatum","GR-GL-FR-FL-PL+"
"635","Ornithopus_perpusillus","GR-GL-FR-FL-PL-"
"636","Oxybasis_rubra","GR-GL-FR-FL-PL-"
"637","Oxyria_digyna","GR-GL-FR-FL-PL-"
"638","Panicum_capillare","GR+GL+FR-FL-PL-"
"639","Papaver_lecoqii","GR-GL-FR-FL-PL+"
"640","Papaver_rhoeas","GR-GL-FR-FL-PL+"
"641","Papaver_somniferum","GR-GL-FR-FL-PL+"
"642","Parietaria_judaica","GR-GL-FR-FL-PL-"
"643","Paris_quadrifolia","GR-GL+FR+FL+PL+"
"644","Parnassia_palustris","GR-GL-FR-FL-PL+"
"645","Parthenocissus_tricuspidata","GR+GL+FR+FL+PL-"
"646","Pastinaca_sativa","GR-GL-FR-FL-PL-"
"647","Pedicularis_sylvatica","GR-GL-FR-FL-PL-"
"648","Pentaglottis_sempervirens","GR-GL-FR-FL-PL-"
"649","Persicaria_amphibia","GR-GL-FR-FL-PL-"
"650","Persicaria_hydropiper","GR-GL-FR-FL-PL-"
"651","Persicaria_lapathifolia","GR-GL-FR-FL-PL-"
"652","Persicaria_maculosa","GR-GL-FR-FL-PL-"
"653","Persicaria_minor","GR+GL+FR-FL+PL-"
"654","Petasites_albus","GR-GL+FR-FL+PL-"
"655","Petasites_hybridus","GR-GL-FR-FL-PL-"
"656","Petrorhagia_nanteuilii","GR+GL-FR-FL-PL+"
"657","Petrorhagia_prolifera","GR+GL+FR-FL-PL-"
"658","Peucedanum_officinale","GR+GL-FR-FL+PL-"
"659","Phacelia_tanacetifolia","GR-GL+FR-FL-PL-"
"660","Phalaris_arundinacea","GR-GL-FR-FL-PL-"
"661","Phalaris_paradoxa","GR+GL+FR-FL-PL-"
"662","Phaseolus_coccineus","GR+GL+FR+FL+PL-"
"663","Phedimus_spurius","GR-GL+FR-FL-PL-"
"664","Philadelphus_coronarius","GR-GL+FR-FL-PL-"
"665","Phleum_phleoides","GR+GL-FR-FL-PL-"
"666","Phleum_pratense","GR-GL-FR-FL-PL-"
"667","Phragmites_australis","GR-GL-FR+FL-PL+"
"668","Physocarpus_opulifolius","GR+GL+FR+FL-PL-"
"669","Phyteuma_orbiculare","GR+GL-FR-FL-PL-"
"670","Picea_abies","GR-GL-FR+FL+PL+"
"671","Picea_sitchensis","GR-GL-FR+FL+PL+"
"672","Picris_hieracioides","GR-GL-FR-FL-PL-"
"673","Pilosella_aurantiaca","GR-GL-FR-FL-PL-"
"674","Pilosella_officinarum","GR-GL-FR-FL-PL-"
"675","Pimpinella_major","GR-GL-FR-FL-PL-"
"676","Pimpinella_saxifraga","GR-GL-FR-FL-PL-"
"677","Pinus_nigra","GR-GL-FR+FL+PL+"
"678","Pinus_pinaster","GR+GL+FR+FL+PL+"
"679","Pinus_radiata","GR-GL+FR+FL+PL+"
"680","Pinus_sylvestris","GR-GL-FR+FL+PL+"
"681","Pittosporum_tenuifolium","GR+GL+FR+FL+PL-"
"682","Plantago_coronopus","GR-GL-FR-FL-PL-"
"683","Plantago_lanceolata","GR-GL-FR-FL-PL-"
"684","Plantago_major","GR-GL-FR-FL-PL-"
"685","Plantago_maritima","GR-GL-FR-FL-PL+"
"686","Plantago_media","GR-GL-FR-FL-PL-"
"687","Platanthera_chlorantha","GR-GL-FR-FL-PL+"
"688","Poa_nemoralis","GR-GL-FR-FL-PL-"
"689","Polemonium_caeruleum","GR-GL+FR-FL-PL-"
"690","Polygala_amarella","GR+GL+FR-FL-PL-"
"691","Polygala_calcarea","GR+GL-FR-FL-PL-"
"692","Polygala_serpyllifolia","GR-GL-FR-FL-PL+"
"693","Polygala_vulgaris","GR-GL-FR-FL-PL+"
"694","Polygonatum_multiflorum","GR-GL-FR+FL+PL-"
"695","Polygonum_aviculare","GR-GL-FR-FL-PL+"
"696","Polypogon_monspeliensis","GR-GL+FR-FL-PL-"
"697","Polypogon_viridis","GR-GL+FR+FL+PL-"
"698","Populus_alba","GR-GL-FR+FL+PL-"
"699","Populus_nigra","GR-GL-FR+FL+PL-"
"700","Populus_tremula","GR-GL-FR+FL+PL-"
"701","Potamogeton_acutifolius","GR+GL-FR+FL+PL-"
"702","Potamogeton_alpinus","GR-GL-FR+FL+PL+"
"703","Potamogeton_berchtoldii","GR-GL-FR+FL+PL+"
"704","Potamogeton_coloratus","GR+GL+FR-FL+PL+"
"705","Potamogeton_compressus","GR+GL+FR+FL+PL+"
"706","Potamogeton_lucens","GR-GL-FR+FL+PL+"
"707","Potamogeton_natans","GR-GL-FR-FL-PL+"
"708","Potamogeton_obtusifolius","GR-GL-FR+FL+PL+"
"709","Potamogeton_perfoliatus","GR-GL-FR+FL+PL+"
"710","Potamogeton_polygonifolius","GR-GL-FR+FL+PL+"
"711","Potamogeton_praelongus","GR+GL+FR+FL+PL+"
"712","Potamogeton_pusillus","GR-GL-FR+FL+PL+"
"713","Potamogeton_trichoides","GR+GL+FR+FL+PL+"
"714","Potentilla_anglica","GR-GL-FR-FL-PL+"
"715","Potentilla_anserina","GR-GL-FR-FL-PL+"
"716","Potentilla_crantzii","GR+GL-FR+FL+PL-"
"717","Potentilla_erecta","GR-GL-FR-FL-PL+"
"718","Potentilla_norvegica","GR+GL+FR-FL-PL-"
"719","Potentilla_sterilis","GR-GL-FR-FL-PL-"
"720","Primula_elatior","GR+GL-FR-FL-PL-"
"721","Primula_farinosa","GR+GL-FR-FL-PL-"
"722","Primula_veris","GR-GL-FR-FL-PL-"
"723","Prunella_laciniata","GR+GL+FR-FL-PL-"
"724","Prunella_vulgaris","GR-GL-FR-FL-PL-"
"725","Prunus_avium","GR-GL-FR+FL+PL-"
"726","Prunus_cerasifera","GR-GL-FR+FL+PL-"
"727","Prunus_cerasus","GR-GL-FR+FL+PL+"
"728","Prunus_domestica","GR-GL-FR+FL+PL-"
"729","Prunus_laurocerasus","GR-GL-FR+FL+PL-"
"730","Prunus_lusitanica","GR-GL+FR+FL+PL-"
"731","Prunus_spinosa","GR-GL-FR+FL-PL+"
"732","Pseudofumaria_lutea","GR-GL-FR-FL-PL+"
"733","Pseudotsuga_menziesii","GR-GL-FR+FL+PL+"
"734","Puccinellia_distans","GR-GL-FR-FL+PL-"
"735","Puccinellia_maritima","GR-GL-FR-FL-PL+"
"736","Pulicaria_dysenterica","GR-GL-FR-FL-PL-"
"737","Pulicaria_vulgaris","GR+GL+FR-FL-PL-"
"738","Pulmonaria_officinalis","GR-GL+FR-FL-PL-"
"739","Pulsatilla_vulgaris","GR+GL+FR-FL-PL-"
"740","Pyrola_media","GR+GL-FR-FL-PL-"
"741","Pyrola_minor","GR-GL-FR-FL-PL-"
"742","Pyrus_communis","GR-GL+FR+FL+PL-"
"743","Ranunculus_acris","GR-GL-FR-FL-PL+"
"744","Ranunculus_aquatilis","GR-GL+FR+FL+PL-"
"745","Ranunculus_arvensis","GR+GL+FR-FL-PL-"
"746","Ranunculus_auricomus","GR-GL-FR-FL-PL+"
"747","Ranunculus_bulbosus","GR-GL-FR-FL-PL+"
"748","Ranunculus_circinatus","GR-GL-FR-FL+PL+"
"749","Ranunculus_flammula","GR-GL-FR-FL-PL+"
"750","Ranunculus_fluitans","GR+GL+FR+FL-PL-"
"751","Ranunculus_hederaceus","GR-GL-FR-FL-PL+"
"752","Ranunculus_lingua","GR-GL+FR-FL-PL+"
"753","Ranunculus_peltatus","GR-GL+FR+FL+PL+"
"754","Ranunculus_repens","GR-GL-FR-FL-PL+"
"755","Ranunculus_sceleratus","GR-GL-FR-FL-PL+"
"756","Ranunculus_trichophyllus","GR-GL-FR+FL+PL+"
"757","Reseda_alba","GR+GL+FR-FL-PL-"
"758","Reseda_lutea","GR-GL-FR-FL-PL-"
"759","Reseda_luteola","GR-GL-FR-FL-PL-"
"760","Rhamnus_cathartica","GR-GL-FR+FL+PL-"
"761","Rhinanthus_minor","GR-GL-FR-FL-PL-"
"762","Rhodiola_rosea","GR-GL-FR-FL-PL+"
"763","Rhododendron_ponticum","GR-GL-FR+FL+PL-"
"764","Rhus_typhina","GR-GL+FR+FL+PL-"
"765","Rhynchospora_alba","GR-GL-FR-FL-PL-"
"766","Ribes_alpinum","GR+GL+FR+FL-PL-"
"767","Ribes_nigrum","GR-GL-FR+FL-PL-"
"768","Ribes_rubrum","GR-GL-FR+FL-PL-"
"769","Ribes_sanguineum","GR-GL-FR-FL-PL-"
"770","Ribes_uva-crispa","GR-GL-FR+FL-PL-"
"771","Rorippa_islandica","GR+GL+FR-FL-PL+"
"772","Rosa_agrestis","GR+GL+FR+FL+PL-"
"773","Rosa_arvensis","GR-GL-FR+FL-PL-"
"774","Rosa_caesia","GR+GL+FR-FL-PL-"
"775","Rosa_canina","GR-GL-FR+FL+PL-"
"776","Rosa_glauca","GR+GL+FR+FL+PL-"
"777","Rosa_micrantha","GR-GL-FR+FL+PL-"
"778","Rosa_mollis","GR-GL-FR-FL-PL-"
"779","Rosa_rugosa","GR-GL-FR+FL-PL-"
"780","Rosa_spinosissima","GR-GL-FR+FL-PL+"
"781","Rubus_caesius","GR-GL-FR-FL-PL-"
"782","Rubus_canadensis","GR+GL+FR+FL+PL-"
"783","Rubus_chamaemorus","GR-GL-FR-FL-PL-"
"784","Rubus_fruticosus","GR-GL-FR-FL-PL+"
"785","Rubus_idaeus","GR-GL-FR+FL-PL-"
"786","Rubus_laciniatus","GR-GL+FR+FL+PL-"
"787","Rubus_spectabilis","GR-GL-FR+FL-PL-"
"788","Rumex_acetosa","GR-GL-FR-FL-PL+"
"789","Rumex_acetosella","GR-GL-FR-FL-PL+"
"790","Rumex_conglomeratus","GR-GL-FR-FL-PL-"
"791","Rumex_crispus","GR-GL-FR-FL-PL+"
"792","Rumex_hydrolapathum","GR-GL-FR+FL-PL-"
"793","Rumex_maritimus","GR-GL+FR-FL-PL-"
"794","Rumex_sanguineus","GR-GL-FR-FL-PL-"
"795","Ruscus_aculeatus","GR-GL-FR+FL-PL+"
"796","Sabulina_tenuifolia","GR+GL+FR-FL-PL-"
"797","Sagina_apetala","GR-GL-FR-FL-PL-"
"798","Sagina_maritima","GR-GL-FR-FL-PL+"
"799","Sagina_nivalis","GR+GL-FR-FL-PL-"
"800","Sagina_nodosa","GR-GL-FR-FL-PL+"
"801","Sagina_procumbens","GR-GL-FR-FL-PL+"
"802","Sagittaria_sagittifolia","GR-GL-FR-FL+PL+"
"803","Salicornia_europaea","GR-GL-FR-FL+PL-"
"804","Salix_arbuscula","GR+GL-FR+FL-PL-"
"805","Salix_aurita","GR-GL-FR-FL-PL+"
"806","Salix_caprea","GR-GL-FR+FL+PL-"
"807","Salix_cinerea","GR-GL-FR+FL+PL+"
"808","Salix_herbacea","GR-GL-FR-FL-PL+"
"809","Salix_myrsinites","GR+GL-FR-FL-PL-"
"810","Salix_pentandra","GR-GL-FR+FL+PL-"
"811","Salix_purpurea","GR-GL-FR+FL+PL-"
"812","Salix_reticulata","GR+GL-FR-FL-PL-"
"813","Salix_triandra","GR-GL+FR+FL+PL-"
"814","Salvia_officinalis","GR+GL+FR-FL+PL-"
"815","Salvia_verbenaca","GR-GL+FR-FL-PL-"
"816","Salvia_verticillata","GR+GL+FR-FL-PL-"
"817","Sambucus_ebulus","GR-GL+FR-FL-PL-"
"818","Sambucus_nigra","GR-GL-FR+FL+PL-"
"819","Samolus_valerandi","GR-GL-FR-FL-PL+"
"820","Sanguisorba_officinalis","GR-GL-FR-FL-PL-"
"821","Sanicula_europaea","GR-GL-FR-FL-PL-"
"822","Saussurea_alpina","GR+GL-FR-FL-PL-"
"823","Saxifraga_aizoides","GR-GL-FR-FL-PL-"
"824","Saxifraga_granulata","GR-GL-FR-FL-PL-"
"825","Saxifraga_hypnoides","GR-GL-FR-FL-PL-"
"826","Saxifraga_oppositifolia","GR-GL-FR-FL-PL-"
"827","Saxifraga_tridactylites","GR-GL-FR-FL-PL+"
"828","Scabiosa_columbaria","GR-GL-FR-FL-PL-"
"829","Scandix_pecten-veneris","GR+GL+FR-FL-PL-"
"830","Schoenoplectus_lacustris","GR-GL-FR+FL-PL-"
"831","Schoenoplectus_tabernaemontani","GR-GL-FR-FL+PL+"
"832","Schoenus_nigricans","GR-GL-FR+FL+PL+"
"833","Scilla_bifolia","GR+GL+FR-FL-PL+"
"834","Scleranthus_annuus","GR+GL+FR-FL-PL-"
"835","Scorzoneroides_autumnalis","GR-GL-FR-FL-PL-"
"836","Scrophularia_auriculata","GR-GL-FR-FL-PL-"
"837","Scrophularia_nodosa","GR-GL-FR-FL-PL-"
"838","Scutellaria_galericulata","GR-GL-FR+FL+PL-"
"839","Secale_cereale","GR+GL+FR+FL-PL-"
"840","Sedum_acre","GR-GL-FR-FL-PL+"
"841","Sedum_album","GR-GL-FR-FL-PL+"
"842","Sedum_dasyphyllum","GR+GL+FR-FL-PL-"
"843","Sedum_hispanicum","GR+GL+FR-FL-PL-"
"844","Sedum_sexangulare","GR+GL+FR-FL-PL-"
"845","Senecio_inaequidens","GR-GL+FR-FL-PL-"
"846","Senecio_squalidus","GR-GL-FR-FL-PL-"
"847","Senecio_sylvaticus","GR-GL-FR-FL-PL-"
"848","Senecio_viscosus","GR-GL-FR-FL-PL-"
"849","Senecio_vulgaris","GR-GL-FR-FL-PL-"
"850","Sequoiadendron_giganteum","GR-GL+FR+FL+PL+"
"851","Sesleria_caerulea","GR+GL-FR-FL-PL-"
"852","Sherardia_arvensis","GR-GL-FR-FL-PL-"
"853","Sibbaldia_procumbens","GR+GL-FR+FL+PL-"
"854","Silaum_silaus","GR-GL-FR-FL-PL-"
"855","Silene_acaulis","GR+GL-FR-FL-PL+"
"856","Silene_conica","GR+GL-FR-FL-PL+"
"857","Silene_dioica","GR-GL-FR-FL-PL-"
"858","Silene_latifolia","GR-GL-FR-FL-PL-"
"859","Silene_noctiflora","GR+GL-FR-FL-PL-"
"860","Silene_uniflora","GR-GL-FR-FL-PL+"
"861","Silene_vulgaris","GR-GL-FR-FL-PL-"
"862","Silybum_marianum","GR-GL+FR-FL-PL-"
"863","Sinapis_arvensis","GR-GL-FR+FL+PL-"
"864","Sisymbrium_irio","GR+GL+FR-FL-PL-"
"865","Sisymbrium_officinale","GR-GL-FR-FL-PL-"
"866","Sisymbrium_orientale","GR-GL-FR-FL-PL-"
"867","Sisyrinchium_montanum","GR+GL+FR-FL-PL-"
"868","Sium_latifolium","GR+GL-FR+FL-PL-"
"869","Solanum_dulcamara","GR-GL-FR+FL+PL-"
"870","Solanum_lycopersicum","GR-GL+FR-FL-PL-"
"871","Sonchus_asper","GR-GL-FR-FL-PL-"
"872","Sonchus_oleraceus","GR-GL-FR+FL-PL-"
"873","Sonchus_palustris","GR+GL-FR+FL-PL-"
"874","Sorbaria_sorbifolia","GR+GL+FR+FL+PL-"
"875","Sorbus_aucuparia","GR-GL-FR+FL+PL-"
"876","Sorbus_domestica","GR+GL+FR+FL+PL-"
"877","Sorbus_torminalis","GR-GL-FR+FL+PL-"
"878","Sorghum_bicolor","GR+GL+FR+FL-PL-"
"879","Sparganium_emersum","GR-GL-FR-FL-PL+"
"880","Sparganium_erectum","GR-GL-FR-FL-PL+"
"881","Spergula_arvensis","GR-GL-FR-FL-PL-"
"882","Spergularia_media","GR-GL-FR-FL-PL+"
"883","Spergularia_rubra","GR-GL-FR-FL-PL-"
"884","Spinacia_oleracea","GR+GL+FR+FL-PL-"
"885","Spiraea_japonica","GR+GL+FR-FL-PL-"
"886","Spiraea_salicifolia","GR+GL+FR-FL-PL-"
"887","Stachys_arvensis","GR-GL-FR-FL-PL-"
"888","Stachys_palustris","GR-GL-FR-FL-PL-"
"889","Stachys_sylvatica","GR-GL-FR+FL+PL-"
"890","Staphylea_pinnata","GR+GL+FR+FL+PL-"
"891","Stellaria_alsine","GR-GL-FR-FL-PL-"
"892","Stellaria_graminea","GR-GL-FR-FL-PL-"
"893","Stellaria_holostea","GR-GL-FR-FL-PL-"
"894","Stellaria_media","GR-GL-FR-FL+PL+"
"895","Stellaria_neglecta","GR-GL-FR-FL+PL-"
"896","Stellaria_nemorum","GR-GL-FR-FL-PL-"
"897","Stellaria_pallida","GR-GL-FR-FL-PL-"
"898","Stellaria_palustris","GR+GL+FR-FL-PL-"
"899","Stuckenia_pectinata","GR-GL-FR+FL+PL+"
"900","Suaeda_maritima","GR-GL-FR-FL-PL+"
"901","Succisa_pratensis","GR-GL-FR-FL-PL-"
"902","Symphoricarpos_albus","GR-GL-FR+FL-PL-"
"903","Symphyotrichum_novi-belgii","GR-GL+FR-FL-PL-"
"904","Symphytum_officinale","GR-GL-FR-FL-PL-"
"905","Symphytum_tuberosum","GR-GL-FR+FL+PL-"
"906","Syringa_vulgaris","GR-GL-FR+FL+PL-"
"907","Tanacetum_parthenium","GR-GL-FR-FL-PL-"
